file_id,SEMANTIC_COUNT_asides,SEMANTIC_COUNT_total_words,SEMANTIC_COUNT_stem_repetitions,SEMANTIC_COUNT_exact_repetitions,SEMANTIC_COUNT_filled_pauses,SEMANTIC_COUNT_permissible_words,SEMANTIC_COUNT_unique_permissible_words,SEMANTIC_COLLECTION_custom_cluster_no_singletons_size_max,SEMANTIC_COLLECTION_custom_cluster_no_singletons_count,SEMANTIC_COLLECTION_custom_cluster_no_singletons_switch_count,SEMANTIC_COLLECTION_custom_chain_no_singletons_size_mean,SEMANTIC_COLLECTION_custom_cluster_switch_count,SEMANTIC_COLLECTION_custom_cluster_size_mean,SEMANTIC_COLLECTION_custom_chain_no_singletons_count,SEMANTIC_COLLECTION_custom_chain_count,SEMANTIC_COLLECTION_custom_cluster_size_max,SEMANTIC_COLLECTION_custom_chain_size_max,SEMANTIC_COLLECTION_custom_cluster_no_singletons_size_mean,SEMANTIC_COLLECTION_custom_chain_size_mean,SEMANTIC_COLLECTION_custom_chain_no_singletons_switch_count,SEMANTIC_COLLECTION_custom_chain_switch_count,SEMANTIC_COLLECTION_custom_cluster_count,SEMANTIC_COLLECTION_custom_chain_no_singletons_size_max,SEMANTIC_COLLECTION_custom_pairwise_similarity_score_mean,SEMANTIC_TIMING_custom_cluster_no_singletons_within_collection_continuant_duration_mean,SEMANTIC_TIMING_custom_cluster_no_singletons_within_collection_vowel_duration_mean,SEMANTIC_TIMING_custom_cluster_between_collection_interval_duration_mean,SEMANTIC_TIMING_response_continuant_duration_mean,SEMANTIC_TIMING_custom_chain_no_singletons_within_collection_continuant_duration_mean,SEMANTIC_TIMING_custom_chain_no_singletons_within_collection_vowel_duration_mean,SEMANTIC_TIMING_response_vowel_duration_mean,SEMANTIC_TIMING_custom_cluster_within_collection_vowel_duration_mean,SEMANTIC_TIMING_custom_cluster_within_collection_continuant_duration_mean,SEMANTIC_TIMING_custom_chain_within_collection_continuant_duration_mean,SEMANTIC_TIMING_custom_cluster_within_collection_interval_duration_mean,SEMANTIC_TIMING_custom_chain_between_collection_interval_duration_mean,SEMANTIC_TIMING_custom_chain_within_collection_interval_duration_mean,SEMANTIC_TIMING_custom_chain_within_collection_vowel_duration_mean
EXAMPLE_sem,3,33,0,2,1,30,28,29,1,0,29.0,0,29.0,1,1,29,29,29.0,29.0,0,0,1,29,99.75862068965517,0.146060606060606,0.1429166666666663,na,0.14224999999999965,0.146060606060606,0.1429166666666663,0.13275862068965488,0.1429166666666663,0.146060606060606,0.146060606060606,1.313928571428572,na,1.313928571428572,0.1429166666666663
