file_id,PHONETIC_COUNT_exact_repetitions,PHONETIC_COUNT_total_words,PHONETIC_COUNT_word_fragments,PHONETIC_COUNT_stem_repetitions,PHONETIC_COUNT_permissible_words,PHONETIC_COUNT_unique_permissible_words,PHONETIC_COLLECTION_phone_cluster_size_max,PHONETIC_COLLECTION_phone_chain_size_max,PHONETIC_COLLECTION_biphone_chain_no_singletons_size_max,PHONETIC_COLLECTION_biphone_cluster_no_singletons_size_max,PHONETIC_COLLECTION_biphone_chain_count,PHONETIC_COLLECTION_biphone_cluster_no_singletons_count,PHONETIC_COLLECTION_biphone_cluster_size_max,PHONETIC_COLLECTION_phone_pairwise_similarity_score_mean,PHONETIC_COLLECTION_biphone_chain_no_singletons_size_mean,PHONETIC_COLLECTION_phone_chain_size_mean,PHONETIC_COLLECTION_biphone_cluster_no_singletons_switch_count,PHONETIC_COLLECTION_biphone_chain_size_max,PHONETIC_COLLECTION_biphone_cluster_count,PHONETIC_COLLECTION_phone_chain_no_singletons_count,PHONETIC_COLLECTION_phone_cluster_no_singletons_count,PHONETIC_COLLECTION_phone_chain_no_singletons_switch_count,PHONETIC_COLLECTION_biphone_pairwise_similarity_score_mean,PHONETIC_COLLECTION_biphone_cluster_no_singletons_size_mean,PHONETIC_COLLECTION_biphone_cluster_size_mean,PHONETIC_COLLECTION_phone_cluster_switch_count,PHONETIC_COLLECTION_biphone_chain_switch_count,PHONETIC_COLLECTION_phone_cluster_no_singletons_size_max,PHONETIC_COLLECTION_phone_cluster_no_singletons_size_mean,PHONETIC_COLLECTION_phone_chain_no_singletons_size_mean,PHONETIC_COLLECTION_phone_cluster_size_mean,PHONETIC_COLLECTION_phone_chain_switch_count,PHONETIC_COLLECTION_phone_chain_no_singletons_size_max,PHONETIC_COLLECTION_phone_cluster_count,PHONETIC_COLLECTION_biphone_chain_no_singletons_count,PHONETIC_COLLECTION_biphone_cluster_switch_count,PHONETIC_COLLECTION_biphone_chain_size_mean,PHONETIC_COLLECTION_biphone_chain_no_singletons_switch_count,PHONETIC_COLLECTION_phone_cluster_no_singletons_switch_count,PHONETIC_COLLECTION_phone_chain_count,PHONETIC_TIMING_phone_chain_no_singletons_within_collection_vowel_duration_mean,PHONETIC_TIMING_phone_chain_within_collection_continuant_duration_mean,PHONETIC_TIMING_phone_cluster_within_collection_continuant_duration_mean,PHONETIC_TIMING_phone_chain_no_singletons_within_collection_continuant_duration_mean,PHONETIC_TIMING_biphone_cluster_within_collection_vowel_duration_mean,PHONETIC_TIMING_biphone_chain_between_collection_interval_duration_mean,PHONETIC_TIMING_phone_cluster_no_singletons_within_collection_continuant_duration_mean,PHONETIC_TIMING_biphone_chain_no_singletons_within_collection_continuant_duration_mean,PHONETIC_TIMING_biphone_cluster_within_collection_continuant_duration_mean,PHONETIC_TIMING_biphone_cluster_between_collection_interval_duration_mean,PHONETIC_TIMING_biphone_chain_within_collection_continuant_duration_mean,PHONETIC_TIMING_phone_cluster_within_collection_vowel_duration_mean,PHONETIC_TIMING_phone_chain_between_collection_interval_duration_mean,PHONETIC_TIMING_biphone_cluster_within_collection_interval_duration_mean,PHONETIC_TIMING_response_continuant_duration_mean,PHONETIC_TIMING_response_vowel_duration_mean,PHONETIC_TIMING_biphone_chain_no_singletons_within_collection_vowel_duration_mean,PHONETIC_TIMING_biphone_cluster_no_singletons_within_collection_continuant_duration_mean,PHONETIC_TIMING_phone_cluster_within_collection_interval_duration_mean,PHONETIC_TIMING_phone_chain_within_collection_vowel_duration_mean,PHONETIC_TIMING_phone_chain_within_collection_interval_duration_mean,PHONETIC_TIMING_biphone_chain_within_collection_vowel_duration_mean,PHONETIC_TIMING_biphone_chain_within_collection_interval_duration_mean,PHONETIC_TIMING_phone_cluster_no_singletons_within_collection_vowel_duration_mean,PHONETIC_TIMING_phone_cluster_between_collection_interval_duration_mean,PHONETIC_TIMING_biphone_cluster_no_singletons_within_collection_vowel_duration_mean
EXAMPLE,1,20,1,0,20,19,4,7,4,4,14,4,4,0.30809314954051825,2.5,3.3333333333333335,3,4,14,5,10,4,0.23157894736842105,2.5,1.4285714285714286,10,13,4,2.4,3.8,2.272727272727273,5,7,11,4,13,1.4285714285714286,3,9,6,0.14052631578947414,0.18895833333333334,0.18883333333333324,0.18431372549019606,0.12450000000000046,2.3446153846153845,0.18507936507936498,0.18431372549019606,0.16739130434782593,2.3446153846153845,0.16739130434782593,0.13279069767441914,2.0379999999999994,1.4116666666666673,0.18499999999999994,0.13897435897435956,0.14052631578947414,0.18431372549019606,2.0542857142857147,0.14085714285714335,2.0542857142857147,0.12450000000000046,1.4116666666666673,0.13304347826087007,1.0189999999999997,0.14052631578947414
